cusno,last_purchase,first_purchase,frequency,monetary,margin,recency_days,cusnm,area,kind,R_score,F_score,M_score,RFM_sum,segment
CUS_00068,2023-04-22,2023-04-22,1,3700.0,3130.0,1085,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00464,2023-01-19,2023-01-19,1,3700.0,2610.0,1178,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00078,2021-08-12,2021-08-12,1,3700.0,1470.0,1703,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00431,2024-08-29,2021-08-05,3,3700.0,2270.0,590,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00617,2026-02-04,2021-07-19,3,3650.0,1860.0,66,[已隱蔽],,一般,5,4,2,11,Loyal 忠實客
CUS_00577,2026-02-06,2022-05-25,2,3649.0,1319.0,64,[已隱蔽],,一般,5,4,2,11,Loyal 忠實客
CUS_00458,2020-11-27,2020-11-27,1,3550.0,2235.0,1961,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00483,2025-06-30,2025-06-30,1,3550.0,2575.0,285,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00467,2026-03-13,2026-03-13,1,3500.0,2350.0,29,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00465,2023-06-09,2023-06-09,1,3500.0,1600.0,1037,[已隱蔽],,一般,3,2,2,7,Others
CUS_00488,2021-07-14,2021-07-14,1,3500.0,2000.0,1732,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00142,2024-11-18,2024-11-18,1,3500.0,1000.0,509,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00378,2024-10-22,2024-10-22,1,3500.0,2000.0,536,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00392,2023-12-30,2023-12-30,1,3500.0,2775.0,833,[已隱蔽],,一般,3,2,2,7,Others
CUS_00130,2022-07-30,2022-07-30,1,3500.0,500.0,1351,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00115,2024-10-28,2024-10-28,1,3500.0,1000.0,530,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00255,2021-06-21,2021-06-21,1,3500.0,1500.0,1755,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00226,2024-01-23,2024-01-23,1,3500.0,2100.0,809,[已隱蔽],,一般,3,2,2,7,Others
CUS_00524,2026-03-02,2026-03-02,1,3500.0,2650.0,40,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00548,2021-10-11,2021-10-11,1,3500.0,1440.0,1643,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00092,2023-10-26,2023-10-26,1,3500.0,1600.0,898,[已隱蔽],,一般,3,2,2,7,Others
CUS_00565,2021-04-08,2021-04-08,1,3500.0,1930.0,1829,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00505,2025-09-09,2025-09-09,1,3500.0,1100.0,214,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00332,2023-07-29,2023-07-29,1,3500.0,1825.0,987,[已隱蔽],,一般,3,2,2,7,Others
CUS_00468,2023-07-19,2023-07-19,1,3500.0,2000.0,997,[已隱蔽],,一般,3,2,2,7,Others
CUS_00668,2024-06-04,2024-06-04,1,3500.0,2950.0,676,[已隱蔽],,一般,3,2,2,7,Others
CUS_00719,2020-10-31,2020-10-31,1,3500.0,500.0,1988,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00247,2021-07-17,2021-07-17,1,3500.0,700.0,1729,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00597,2024-03-15,2024-03-15,1,3500.0,1500.0,757,[已隱蔽],,一般,3,2,2,7,Others
CUS_00060,2026-03-26,2026-03-26,1,3499.0,2199.0,16,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00351,2020-12-07,2020-12-07,1,3450.0,2715.0,1951,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00100,2025-06-10,2025-06-10,1,3450.0,2100.0,305,                                                            ,,一般,4,2,2,8,New 新客
CUS_00289,2025-08-14,2025-08-14,1,3450.0,2020.0,240,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00405,2025-03-31,2025-03-31,1,3449.0,2099.0,376,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00724,2024-03-23,2024-03-23,1,3400.0,1604.0,749,[已隱蔽],,一般,3,2,2,7,Others
CUS_00102,2021-02-08,2021-02-08,1,3400.0,2000.0,1888,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00452,2021-05-12,2021-05-12,1,3300.0,2200.0,1795,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00685,2021-01-16,2021-01-16,1,3300.0,2580.0,1911,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00187,2022-01-31,2022-01-31,1,3300.0,2010.0,1531,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00237,2020-12-24,2020-12-24,1,3300.0,1500.0,1934,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00048,2025-02-10,2025-02-10,1,3250.0,2350.0,425,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00195,2023-05-09,2023-05-09,1,3200.0,1910.0,1068,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00155,2021-02-27,2021-02-27,1,3200.0,2147.6,1869,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00232,2022-02-08,2022-02-08,1,3200.0,2410.0,1523,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00129,2025-12-27,2025-12-27,1,3150.0,1250.0,105,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00276,2024-10-03,2024-10-03,1,3100.0,2130.0,555,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00487,2022-03-05,2022-03-05,1,3100.0,1375.0,1498,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00507,2023-03-31,2023-03-31,1,3100.0,1742.0,1107,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00582,2021-12-06,2021-12-06,1,3050.0,2135.0,1587,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00456,2025-12-06,2025-12-06,1,3000.0,1300.0,126,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00111,2024-04-08,2024-04-08,1,3000.0,1880.0,733,[已隱蔽],,一般,3,2,2,7,Others
CUS_00489,2022-01-04,2022-01-04,1,3000.0,940.0,1558,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00146,2024-10-09,2024-10-09,1,3000.0,2460.0,549,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00144,2023-10-05,2023-10-05,1,3000.0,846.0,919,[已隱蔽],,一般,3,2,2,7,Others
CUS_00364,2024-03-06,2024-02-27,2,3000.0,2100.0,766,[已隱蔽],,一般,3,4,2,9,Others
CUS_00034,2024-03-16,2024-03-16,1,3000.0,1900.0,756,[已隱蔽],,一般,3,2,2,7,Others
CUS_00069,2022-08-04,2022-08-04,1,3000.0,2100.0,1346,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00680,2023-10-21,2023-10-21,1,3000.0,1750.0,903,[已隱蔽],,一般,3,2,2,7,Others
CUS_00312,2025-02-06,2025-02-06,1,3000.0,2100.0,429,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00090,2022-12-14,2022-12-14,1,3000.0,1670.0,1214,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00198,2022-02-10,2022-02-10,1,3000.0,1870.0,1521,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00227,2025-01-14,2025-01-14,1,3000.0,2250.0,452,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00504,2023-10-20,2023-10-20,1,3000.0,2550.0,904,[已隱蔽],,一般,3,2,2,7,Others
CUS_00570,2024-10-01,2024-02-09,2,3000.0,2200.0,557,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00374,2021-06-10,2021-06-10,1,3000.0,1750.0,1766,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00369,2022-03-14,2022-03-14,1,3000.0,2078.0,1489,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00212,2022-08-19,2021-05-21,2,3000.0,1770.0,1331,[已隱蔽],,一般,2,4,2,8,Others
CUS_00250,2025-09-01,2025-09-01,1,3000.0,1550.0,222,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00644,2021-06-20,2021-06-20,1,3000.0,400.0,1756,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00261,2023-05-02,2023-05-02,1,3000.0,2000.0,1075,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00234,2024-11-08,2024-11-08,1,3000.0,1100.0,519,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00601,2020-10-05,2020-10-05,1,3000.0,1820.0,2014,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00620,2022-06-24,2022-06-24,1,3000.0,0.0,1387,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00402,2023-08-03,2023-08-03,1,2950.0,2200.0,982,[已隱蔽],,一般,3,2,2,7,Others
CUS_00725,2025-09-25,2025-09-25,1,2950.0,1470.0,198,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00001,2025-02-08,2025-02-08,1,2950.0,2138.5,427,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00128,2026-03-10,2026-03-10,1,2900.0,1200.0,32,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00408,2023-02-04,2023-02-04,1,2900.0,2200.0,1162,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00418,2023-12-05,2023-12-05,1,2900.0,900.0,858,[已隱蔽],,一般,3,2,2,7,Others
CUS_00380,2025-05-02,2025-05-02,1,2900.0,990.0,344,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00612,2024-03-11,2024-03-11,1,2900.0,1180.0,761,[已隱蔽],,一般,3,2,2,7,Others
CUS_00519,2023-08-10,2023-08-10,1,2890.0,2131.4,975,[已隱蔽],,一般,3,2,2,7,Others
CUS_00710,2023-12-08,2023-12-08,1,2800.0,700.0,855,[已隱蔽],,一般,3,2,2,7,Others
CUS_00700,2024-12-20,2024-12-20,1,2800.0,700.0,477,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00338,2021-01-04,2021-01-04,1,2800.0,1490.0,1923,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00611,2025-10-17,2025-10-17,1,2800.0,1300.0,176,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00053,2024-06-06,2024-06-06,1,2800.0,1500.0,674,[已隱蔽],,一般,3,2,2,7,Others
CUS_00426,2025-08-09,2025-08-09,1,2800.0,1600.0,245,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00474,2025-10-18,2025-10-18,1,2800.0,1700.0,175,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00486,2025-10-21,2025-10-21,1,2800.0,1880.0,172,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00711,2021-12-27,2021-12-27,1,2750.0,1915.0,1566,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00061,2026-01-31,2026-01-31,1,2750.0,1750.0,70,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00628,2022-01-17,2022-01-17,1,2700.0,600.0,1545,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00170,2024-03-11,2024-03-11,1,2700.0,1520.0,761,[已隱蔽],,一般,3,2,2,7,Others
CUS_00659,2021-10-12,2020-12-18,2,2700.0,1480.0,1642,[已隱蔽],,一般,1,4,2,7,Others
CUS_00428,2021-08-16,2021-08-16,1,2650.0,1618.7,1699,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00625,2022-01-10,2022-01-10,1,2650.0,2020.0,1552,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00145,2020-12-09,2020-12-09,1,2600.0,1400.0,1949,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00637,2021-09-23,2021-09-23,1,2600.0,1800.0,1661,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00314,2022-10-03,2022-10-03,1,2600.0,1545.0,1286,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00140,2022-12-27,2022-12-27,1,2600.0,1400.0,1201,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00143,2021-01-11,2021-01-11,1,2575.0,1675.0,1916,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00509,2025-07-29,2024-12-11,2,2575.0,1702.4,256,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00660,2024-02-01,2024-02-01,1,2571.0,771.0,800,[已隱蔽],,一般,3,2,2,7,Others
CUS_00477,2025-07-04,2025-07-04,1,2550.0,1810.0,281,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00233,2021-02-06,2021-02-06,1,2500.0,1700.0,1890,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00361,2022-01-25,2022-01-25,1,2500.0,1000.0,1537,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00407,2025-01-18,2025-01-18,1,2500.0,1300.0,448,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00157,2024-09-20,2024-09-20,1,2500.0,1000.0,568,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00368,2023-11-13,2023-11-13,1,2500.0,1300.0,880,[已隱蔽],,一般,3,2,1,6,Others
CUS_00033,2022-02-25,2022-02-25,1,2500.0,1200.0,1506,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00655,2022-07-15,2022-07-15,1,2500.0,1200.0,1366,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00511,2022-11-16,2022-11-16,1,2500.0,2050.0,1242,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00185,2025-02-08,2025-02-08,1,2500.0,750.0,427,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00728,2024-08-08,2022-05-03,2,2500.0,1770.0,611,[已隱蔽],,一般,4,4,1,9,Loyal 忠實客
CUS_00284,2022-12-26,2022-12-26,1,2500.0,2050.0,1202,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00734,2022-01-19,2022-01-19,1,2500.0,800.0,1543,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00703,2021-03-05,2021-03-05,1,2500.0,1000.0,1863,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00039,2023-07-26,2023-07-26,1,2500.0,1700.0,990,[已隱蔽],,一般,3,2,1,6,Others
CUS_00688,2023-11-28,2023-11-28,1,2500.0,1870.0,865,[已隱蔽],,一般,3,2,1,6,Others
CUS_00400,2024-02-08,2024-02-08,1,2499.0,799.0,793,[已隱蔽],,一般,3,2,1,6,Others
CUS_00534,2025-09-30,2025-09-30,1,2499.0,1549.0,193,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00310,2020-12-03,2020-12-03,1,2450.0,1548.0,1955,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00705,2021-06-01,2021-05-27,2,2400.0,920.0,1775,[已隱蔽],,一般,1,4,1,6,Others
CUS_00383,2020-10-23,2020-10-23,1,2400.0,1875.0,1996,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00420,2021-05-12,2021-05-12,1,2350.0,1550.0,1795,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00004,2020-10-27,2020-10-27,1,2350.0,1370.0,1992,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00049,2021-12-22,2021-12-22,1,2350.0,920.0,1571,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00445,2023-08-04,2023-08-04,1,2300.0,500.0,981,[已隱蔽],,一般,3,2,1,6,Others
CUS_00401,2022-01-24,2022-01-24,1,2300.0,1485.0,1538,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00663,2021-01-11,2021-01-11,1,2300.0,1500.0,1916,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00125,2021-04-17,2021-04-17,1,2300.0,1540.0,1820,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00045,2021-04-29,2021-04-29,1,2300.0,1790.0,1808,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00560,2026-04-09,2026-04-09,1,2300.0,450.0,2,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00627,2023-10-28,2023-10-28,1,2299.0,799.0,896,[已隱蔽],,一般,3,2,1,6,Others
CUS_00616,2025-11-04,2025-11-04,1,2200.0,1000.0,158,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00470,2022-08-24,2022-08-24,1,2200.0,1660.0,1326,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00661,2024-07-16,2024-02-20,2,2180.0,1016.0,634,[已隱蔽],,一般,3,4,1,8,Others
CUS_00440,2025-03-21,2025-03-21,1,2150.0,1150.0,386,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00409,2023-02-03,2023-02-03,1,2100.0,1290.0,1163,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00729,2026-03-09,2026-03-09,1,2100.0,1275.0,33,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00382,2021-03-15,2021-03-15,1,2100.0,1279.0,1853,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00593,2024-08-30,2024-08-30,1,2000.0,1550.0,589,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00050,2021-08-20,2021-08-20,1,2000.0,1000.0,1695,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00007,2023-01-09,2023-01-09,1,2000.0,1690.0,1188,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00508,2023-01-10,2023-01-10,1,2000.0,1450.0,1187,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00228,2023-09-06,2023-09-06,1,2000.0,900.0,948,[已隱蔽],,一般,3,2,1,6,Others
CUS_00633,2025-07-29,2025-07-29,1,2000.0,1300.0,256,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00073,2023-01-06,2023-01-06,1,2000.0,1450.0,1191,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00447,2023-05-12,2023-05-12,1,2000.0,1700.0,1065,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00434,2021-02-09,2021-02-09,1,2000.0,1220.0,1887,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00412,2025-12-01,2025-12-01,1,2000.0,1400.0,131,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00473,2024-01-24,2024-01-24,1,2000.0,1550.0,808,[已隱蔽],,一般,3,2,1,6,Others
CUS_00018,2025-09-15,2025-09-15,1,2000.0,2000.0,208,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00650,2022-12-14,2022-12-14,1,2000.0,400.0,1214,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00698,2021-05-24,2021-05-24,1,2000.0,1600.0,1783,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00676,2025-03-31,2024-07-08,2,2000.0,1600.0,376,[已隱蔽],,一般,4,4,1,9,Loyal 忠實客
CUS_00164,2026-03-14,2026-03-14,1,2000.0,2000.0,28,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00154,2020-08-17,2020-08-17,1,2000.0,1620.0,2063,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00147,2023-05-20,2023-05-20,1,2000.0,1000.0,1057,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00104,2021-02-10,2021-02-10,1,1999.0,899.0,1886,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00336,2021-11-18,2021-11-18,1,1999.0,1479.0,1605,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00610,2020-12-12,2020-12-12,1,1998.0,1098.0,1946,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00324,2025-08-13,2025-08-13,1,1900.0,1200.0,241,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00721,2024-01-10,2024-01-10,1,1900.0,1120.0,822,[已隱蔽],,一般,3,2,1,6,Others
CUS_00168,2023-11-10,2023-11-10,1,1900.0,980.0,883,[已隱蔽],,一般,3,2,1,6,Others
CUS_00209,2025-07-21,2025-07-21,1,1850.0,1600.0,264,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00093,2023-07-20,2023-07-20,1,1800.0,1365.0,996,[已隱蔽],,一般,3,2,1,6,Others
CUS_00732,2025-09-18,2025-09-18,1,1800.0,1170.0,205,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00210,2023-02-20,2023-02-20,1,1800.0,1280.0,1146,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00141,2021-12-20,2021-12-20,1,1780.0,740.0,1573,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00515,2025-03-13,2025-03-13,1,1750.0,1060.0,394,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00543,2026-01-15,2026-01-15,1,1749.0,995.0,86,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00152,2024-07-15,2024-07-15,1,1700.0,1230.0,635,[已隱蔽],,一般,3,2,1,6,Others
CUS_00348,2020-09-12,2020-09-12,1,1700.0,1400.0,2037,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00454,2023-05-09,2023-05-09,1,1600.0,1346.0,1068,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00178,2021-11-15,2021-11-15,1,1600.0,1090.0,1608,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00632,2025-06-11,2025-06-11,1,1600.0,1314.0,304,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00023,2023-02-16,2023-02-16,1,1500.0,1100.0,1150,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00673,2024-02-03,2024-02-03,1,1500.0,-2360.0,798,[已隱蔽],,一般,3,2,1,6,Others
CUS_00466,2023-05-27,2023-05-27,1,1500.0,1100.0,1050,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00469,2022-11-02,2022-11-02,1,1500.0,1240.0,1256,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00414,2025-09-11,2025-09-11,1,1500.0,1100.0,212,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00481,2023-06-08,2023-06-08,1,1500.0,1100.0,1038,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00070,2022-04-20,2022-04-20,1,1500.0,1000.0,1452,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00029,2024-05-11,2024-05-11,1,1500.0,1000.0,700,[已隱蔽],,一般,3,2,1,6,Others
CUS_00327,2022-01-19,2022-01-19,1,1500.0,1010.0,1543,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00564,2020-08-25,2020-08-25,1,1500.0,500.0,2055,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00539,2024-04-08,2024-04-08,1,1500.0,1050.0,733,[已隱蔽],,一般,3,2,1,6,Others
CUS_00325,2024-08-21,2024-08-21,1,1500.0,1250.0,598,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00545,2025-09-08,2025-09-08,1,1500.0,1210.0,215,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00156,2025-11-11,2025-09-22,2,1450.0,1330.0,151,[已隱蔽],,一般,5,4,1,10,Loyal 忠實客
CUS_00003,2022-08-24,2022-08-24,1,1400.0,1290.0,1326,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00690,2022-07-25,2022-07-25,1,1400.0,920.0,1356,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00608,2021-09-04,2021-09-04,1,1400.0,900.0,1680,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00377,2025-04-23,2025-04-23,1,1300.0,350.0,353,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00485,2025-10-14,2025-10-14,1,1300.0,1050.0,179,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00242,2025-10-10,2025-10-10,1,1299.0,639.0,183,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00358,2025-11-12,2025-11-12,1,1209.0,669.0,150,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00186,2024-12-23,2024-12-23,1,1200.0,1000.0,474,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00506,2025-02-14,2025-02-14,1,1200.0,1000.0,421,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00307,2023-08-10,2023-08-10,1,1200.0,1036.4,975,[已隱蔽],,一般,3,2,1,6,Others
CUS_00285,2020-10-16,2020-10-16,1,1200.0,940.0,2003,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00566,2022-06-02,2022-06-02,1,1200.0,600.0,1409,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00169,2022-08-16,2022-08-16,1,1200.0,600.0,1334,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00109,2025-12-15,2025-12-15,1,1150.0,700.0,117,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00585,2021-11-05,2021-11-05,1,1100.0,620.0,1618,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00653,2021-02-03,2021-02-03,1,1000.0,400.0,1893,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00667,2023-07-15,2023-07-15,1,1000.0,740.0,1001,[已隱蔽],,一般,3,2,1,6,Others
CUS_00218,2022-08-17,2022-08-17,1,1000.0,700.0,1333,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00040,2025-07-24,2025-07-24,1,1000.0,850.0,261,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00295,2023-07-24,2023-07-24,1,1000.0,850.0,992,[已隱蔽],,一般,3,2,1,6,Others
CUS_00253,2025-05-12,2025-05-12,1,1000.0,830.0,334,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00621,2022-01-14,2022-01-14,1,1000.0,810.0,1548,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00446,2025-07-09,2025-07-09,1,1000.0,800.0,276,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00501,2022-01-11,2022-01-11,1,1000.0,760.0,1551,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00684,2023-09-08,2023-09-08,1,1000.0,652.0,946,[已隱蔽],,一般,3,2,1,6,Others
CUS_00403,2026-03-02,2026-03-02,1,1000.0,650.0,40,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00535,2024-03-27,2024-03-27,1,1000.0,760.0,745,[已隱蔽],,一般,3,2,1,6,Others
CUS_00225,2025-10-08,2025-10-08,1,950.0,600.0,185,[已隱蔽],,一般,5,2,1,8,New 新客
CUS_00134,2021-06-22,2021-06-22,1,950.0,350.0,1754,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00687,2022-01-22,2022-01-22,1,900.0,550.0,1540,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00222,2024-11-11,2024-11-11,1,900.0,600.0,516,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00461,2021-07-30,2021-07-30,1,900.0,500.0,1716,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00080,2023-03-04,2023-03-04,1,900.0,480.0,1134,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00589,2021-11-17,2021-11-17,1,900.0,640.0,1606,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00639,2025-11-27,2023-11-01,2,850.0,390.0,135,[已隱蔽],,一般,5,4,1,10,Loyal 忠實客
